qltg,1=龟甲冬青
ridf,1=挥汗成雨
rivf,1=挥汗如雨
ryax,1=挥毫落纸
ryil,1=挥毫泼墨
rjba,1=挥日阳戈
rarj,1=挥戈返日
rnky,1=挥发顺序
rngh,1=挤眉弄眼
riyc,1=挤注试验
rpds,1=挤密砂桩
rqxx,1=挤包绝缘
rbst,1=挤出构造
rbrk,1=挤出制品
rwul,1=挤公交车
rmyf,1=挡风遮雨
rotn,1=挡烟垂壁
ryxj,1=挠率张量
rmyc,1=挠曲试验
rnin,1=挠性波导
ryci,1=挠度观测
rami,1=挖花同学
rmpu,1=挖肉补疮
rpnl,1=挖空心思
rish,1=挖泥机具
rfff,1=挑雪填井
reru,1=挑肥拣瘦
rore,1=挑精拣肥
royy,1=挑灯夜读
royh,1=挑灯夜战
rryu,1=挑拨离间
rhtn,1=挑战自己
rhsb,1=挑战极限
rdrl,1=挑三拣四
rfke,1=按需哺乳
rfws,1=按需分配
rqgu,1=按键开关
ruyg,1=按部就班
rjyw,1=按照这个
rjnw,1=按照惯例
rjpd,1=按时完成
rjkq,1=按时吃饭
ryui,1=按摩疗法
rysi,1=按序检测
ryrt,1=按序执行
rdya,1=按原计划
rabs,1=按劳取酬
ryix,1=按亩水费
rckq,1=指鸡骂狗
rmil,1=指骨滑车
rfij,1=指零测量
rshy,1=指配频率
rksf,1=指路标志
rkjo,1=指路明灯
reyv,1=指腹为婚
rxyk,1=指纹识别
rxxa,1=指纤维鞘
ruur,1=指端并指
rfop,1=指示精神
rftt,1=指示生物
rfoi,1=指示灯泡
rdyq,1=指礁为岛
rlnq,1=指甲心儿
rlex,1=指甲彩绘
rhoi,1=指点迷津
rhws,1=指点信标
riea,1=指滑膜鞘
rine,1=指深屈肌
riuj,1=指派问题
rcks,1=指桑骂槐
rsyt,1=指标方程
rjst,1=指日可待
rogr,1=指数逼近
romw,1=指数赋值
rotw,1=指数积分
rott,1=指数生长
rosa,1=指数格式
rojt,1=指数映射
roju,1=指数时间
rorw,1=指数插值
roaq,1=指数基金
royt,1=指数变迁
rowd,1=指数分布
robo,1=指数函数
rowa,1=指数公式
rrap,1=指挥若定
rrdj,1=指挥大师
rrkn,1=指挥中心
rrhh,1=指指点点
ruwe,1=指总伸肌
rxyt,1=指引方向
rnyq,1=指导方针
rnfr,1=指导教授
rnns,1=指导司机
rpmy,1=指定账户
rgrj,1=指天誓日
rggf,1=指天画地
ranr,1=指匠情挑
rwcb,1=指令预取
rwbg,1=指令队列
rwub,1=指令间隔
rwer,1=指令遥控
rwgy,1=指令速率
rwxd,1=指令编码
rwji,1=指令监测
rwhf,1=指令步进
rwsa,1=指令格式
rwjt,1=指令时延
rwpj,1=指令容量
rwac,1=指令功能
rays,1=指东说西
rlsx,1=挂车配比
rfju,1=挂起时间
rbqo,1=挂职锻炼
rdlb,1=挂历男孩
rgqb,1=挂一钩子
rgid,1=挂一漏万
ryhm,1=持证上岗
rywc,1=持论公允
rafk,1=持节云中
rewn,1=持股公司
rxji,1=持续电流
rxju,1=持续时间
rxnu,1=持续改善
rxfl,1=持续增加
rxay,1=持续功率
rxpo,1=持续农业
rxui,1=持续关注
rxwo,1=持续低迷
rxgo,1=持续不断
rxht,1=持续上升
repd,1=持盈守成
rewd,1=持盈保泰
rdny,1=持有异议
refm,1=持月真由
rkyd,1=持忠方丈
rgpy,1=持平之论
rtcy,1=持币观望
rpdu,1=持家有道
rpal,1=持家基因
rlvp,1=持国巡守
rpdd,1=持之有故
rqsb,1=持久极限
rqtg,1=持久和平
wery,1=拿腔捏调
wewy,1=拿腔拿调
wewr,1=拿腔作势
wows,1=拿糖作醋
whsl,1=拿督林国
whas,1=拿点东西
wrvc,1=拿手好戏
wtbr,1=拿得出手
wpyu,1=拿定主意
wbms,1=拿子峪村
wdrj,1=拿在手里
wvfs,1=拿刀动杖
wgcg,1=拿下马来
wdrl,1=拿三搬四
rbdh,1=拾阶而上
rkpu,1=拾遗补阙
rkpr,1=拾遗补缺
rair,1=拾荒少年
rxdh,1=拾级而上
rixl,1=拾波线圈
rcql,1=拾叁乐团
rwad,1=拾人牙慧
ruxd,1=拼音编码
ruyp,1=拼音方案
rupx,1=拼音字母
rnwl,1=拼尽全力
rlic,1=拼图游戏
rpqy,1=拼写错误
rbfw,1=拼了老命
uesl,1=拳脚相加
urdu,1=拳皇百道
uuey,1=拳拳服膺
uupn,1=拳拳之心
urek,1=拳打脚踢
uuuk,1=拳头产品
ufvj,1=拳坛姚明
uueg,1=拳卷胚珠
ugyr,1=拳不离手
rsir,1=拱顶油罐
ryxu,1=拱肩缩背
rlcd,1=拱架预压
rlra,1=拱架卸落
rrsy,1=拱手相让
rguu,1=拱形闸门
rlfs,1=拱圈封顶
rpii,1=拱冠梁法
rhnt,1=拭目以待
rhnw,1=拭目以俟
rxkn,1=括纲吊臂
rsds,1=择木而栖
rudw,1=择善而从
rulr,1=择善固执
rwsu,1=择偶标准
rwte,1=择优选用
rwve,1=择优录用
rwvb,1=择优录取
rydg,1=择主而事
ravj,1=拨草寻蛇
rgof,1=拨开迷雾
rkeu,1=拨号脉冲
rkxu,1=拨号终端
rfnx,1=拨动心弦
rfmj,1=拨云见日
rfhj,1=拨云睹日
rtrg,1=拨乱反正
rxqi,1=拧绳错觉
refo,1=拦腰截断
rgen,1=拥政爱民
rrbi,1=拥抱阳光
rvtn,1=拥她入怀
rpen,1=拥军爱民
rwot,1=拣佛烧香
ruyq,1=拟辨识色
ryju,1=拟请照准
ranb,1=拟萌发孔
rxnw,1=拟线性化
rsam,1=拟根共肉
riqw,1=拟染色体
rodl,1=拟断面图
rdpj,1=拟态客虫
rgts,1=拟平衡棒
rdlx,1=拟左连续
rtjt,1=拟射影簇
rasq,1=拟基本解
rlko,1=拟四跗类
rgnj,1=拟囊尾蚴
rmbo,1=拟凹函数
rhib,1=拟凸泛函
rhbo,1=拟凸函数
rmts,1=拟内射模
rggw,1=拟于不伦
rtvq,1=拜科努尔
rrpq,1=拜泉宾馆
rrku,1=拜把兄弟
rmro,1=招风揽火
rbxu,1=招降纳叛
rjxf,1=招贤纳士
rmfp,1=招财进宝
rmub,1=招财童子
ryay,1=招谁惹谁
rjxj,1=招蜂引蝶
rbya,1=招聘计划
rbvd,1=招聘女友
rbka,1=招聘员工
rtfy,1=招生考试
rtfw,1=招牌动作
rpap,1=招灾惹祸
rlpl,1=招架之力
rlgw,1=招架不住
rsxm,1=招权纳贿
rrfy,1=招摇过市
rrrc,1=招摇撞骗
rrtu,1=招揽生意
ruxu,1=招商引资
rulj,1=招商加盟
rkpw,1=招呼客人
rrnc,1=招兵买马
rwaw,1=招你惹你
rlyc,1=拖轴试验
rtwm,1=拖航合同
rtws,1=拖航分析
rxul,1=拖缆装置
rxxl,1=拖缆绞车
rxbl,1=拖缆承架
rigi,1=拖泥带水
rqau,1=拖欠工资
rjtb,1=拖曳船队
rjto,1=拖曳系数
rjil,1=拖曳滑车
rjxl,1=拖曳弓架
rjfx,1=拖曳声纳
rths,1=拖延战术
rnlb,1=拖尾因子
rpgk,1=拖家带口
rsaq,1=拔顶蒸馏
rejq,1=拔腿螃蟹
rnrq,1=拔犀擢象
rixp,1=拔河比赛
rtla,1=拔毛连茹
rtyc,1=拔毛试验
rspi,1=拔本塞源
rpht,1=拔宅上升
ruqw,1=拔头馏分
rfrm,1=拔地摇山
rfcg,1=拔地参天
rfwg,1=拔地倚天
rwpm,1=拔剑神曲
rwse,1=拔剑相助
rvse,1=拔刀相助
rbev,1=拔出腰刀
rxah,1=拔丝萝卜
rysb,1=拓麻歌子
rrtw,1=拓扑等价
rrtb,1=拓扑矩阵
rrfl,1=拓扑地图
rrwi,1=拓扑化学
ryqd,1=拒谏饰非
rxxc,1=拒绝给予
rxrt,1=拒绝执行
rxbk,1=拒绝了啊
rxgb,1=拒绝不了
rnjw,1=拒买日货
ryre,1=拐弯抹脚
rfvv,1=拐卖妇女
rqvw,1=拎包即住
rqtw,1=拎包入住
rpkx,1=拍案叫绝
rsdu,1=拍板成交
rspp,1=拍板定案
rrqy,1=拍摄角度
rrne,1=拍拍屁股
rrtn,1=拍手称快
rrkx,1=拍手叫绝
rrkv,1=拍手叫好
rfdu,1=拍卖成交
rlqu,1=拉黑名单
rubj,1=拉闸限电
rfca,1=拉赫马蒂
rail,1=拉萨河畔
rexg,1=拉脱维亚
rexy,1=拉脱强度
rmnl,1=拉网展架
rofa,1=拉米雷斯
rofp,1=拉米夫定
rpru,1=拉福拉病
rsyj,1=拉格朗日
rsxd,1=拉杰维奇
rsnq,1=拉杆书包
rjat,1=拉曼散射
rjuy,1=拉曼效应
rura,1=拉普拉斯
raxl,1=拉斯维加
ravs,1=拉斯姆森
radu,1=拉斯克奖
rrbk,1=拉拉队员
rrvv,1=拉拉杂杂
rtcf,1=拉德马赫
rxwe,1=拉张作用
rxsi,1=拉弗森法
rxmx,1=拉弗曲线
rgky,1=拉开距离
rgsu,1=拉开档次
rgha,1=拉开战幕
rgma,1=拉开帷幕
rtnc,1=拉延性能
rdxi,1=拉帮结派
rdxw,1=拉帮结伙
rdds,1=拉布大林
rigw,1=拉尚事件
rvpr,1=拉姆安拉
rqli,1=拉多加湖
rpst,1=拉塞格征
rkjt,1=拉叶星系
rhsq,1=拉卜楞镇
rtxx,1=拉入绕组
rwdg,1=拉伸成形
rxsh,1=拉丝模具
rayr,1=拉东变换
rhpp,1=拉上窗帘
rsui,1=拉丁美洲
rspx,1=拉丁字母
rsks,1=拈酸吃醋
rlnt,1=拈轻怕重
raaa,1=拈花惹草
ratt,1=拈花微笑
rrci,1=拇指对掌
rrws,1=拇指化术
rrmn,1=拇指内收
rcie,1=拇对掌肌
rbxe,1=拆除费用
rbod,1=拆除爆破
rvua,1=拆那部落
rhvu,1=拆旧建新
rqhu,1=拆包上瘾
raps,1=拆东补西
rffi,1=担雪填河
rlxw,1=担轮幼体
rhtw,1=担此重任
rnen,1=担惊受怕
ritw,1=担当重任
rbfy,1=担子地衣
rwwm,1=担保合同
rsdt,1=拄杖而行
rjjw,1=拂晓时分
racr,1=抽黄对白
rqyc,1=抽针试验
rtdv,1=抽身而退
rqsw,1=抽象概念
rqst,1=抽象根系
rqyi,1=抽象方法
rqlx,1=抽象思维
rahi,1=抽薪止沸
repu,1=抽肥补瘦
rjqs,1=抽紧银根
rprr,1=抽空控制
rtcv,1=抽秘骋妍
roki,1=抽烟喝酒
rofb,1=抽烟去了
rhju,1=抽点时间
rity,1=抽液管座
risq,1=抽油杆钳
ridl,1=抽汲压力
rics,1=抽水马桶
rsyc,1=抽样试验
rvoi,1=抽刀断水
rxva,1=抽丝剥茧
rgro,1=抽不抽烟
rggt,1=抽不开身
rdyr,1=抻面变换
revp,1=抹胸女神
rkdh,1=抵足而眠
rqnx,1=抵触情绪
ridy,1=抵掌而谈
rrwm,1=抵押合同
rrxx,1=抵抗组织
rrlj,1=抵抗力量
rrpa,1=抵抗之靴
rllb,1=抱轴轴承
rafo,1=抱薪救火
rwil,1=抱瓮灌园
rgpr,1=抱残守缺
rdxs,1=抱有幻想
rdwm,1=抱有偏见
rdgl,1=抱成一团
rnms,1=抱愧山西
rnxt,1=抱恨终身
rnxg,1=抱恨终天
rqgr,1=抱怨不看
rdqx,1=抱布贸丝
rbaa,1=抱子甘蓝
rbgb,1=抱子弄孙
ruvp,1=抱头鼠窜
ruuk,1=抱头痛哭
rudk,1=抱头大哭
rtls,1=抬船甲板
rgfu,1=抬不起头
ryfo,1=披麻救火
rspq,1=披覆褶皱
rsst,1=披覆构造
rnbp,1=披虱子袄
reit,1=披肝沥血
reie,1=披肝沥胆
rxre,1=披红挂彩
rxfa,1=披红戴花
rldq,1=披甲龙龟
riee,1=披沥肝胆
ritq,1=披沙简金
rirq,1=披沙拣金
rjfe,1=披星戴月
rrhb,1=披挂上阵
ruan,1=披头散发
rjrq,1=披坚执锐
rhxu,1=披上绿装
rqjx,1=报销明细
rual,1=报道基因
raul,1=报警装置
raor,1=报警数据
rxvf,1=报纸杂志
ruvf,1=报章杂志
riyh,1=报满为止
ryjk,1=报文鉴别
rylp,1=报文加密
ryur,1=报文交换
rupl,1=报效祖国
rlwt,1=报恩企鹅
rygd,1=报应不爽
rnbg,1=报导出来
rtyi,1=报告文学
rtfx,1=报告教练
rqyk,1=报名序号
rqbk,1=报名了吗
rfvf,1=报刊杂志
rwgp,1=报个平安
rodd,1=报业大厦
rllx,1=护驾疃乡
rdfw,1=护面块体
ruky,1=护背距离
reek,1=护肤用品
rgbo,1=护理职业
rgui,1=护理美学
rgwk,1=护理人员
rgfo,1=护理专业
rslq,1=护树罗锅
rsbo,1=护林防火
rpvv,1=护宝娇娃
rlpn,1=护国神翼
rnoi,1=护发精油
rbfp,1=抢险救灾
rmgp,1=抢购一空
rxqb,1=抢红包了
riwb,1=抢滩登陆
rhhu,1=抢步上前
rffu,1=抢救无效
redi,1=抠脚大汉
rqru,1=抛锚掉头
ryer,1=抛诸脑后
rdxg,1=抛砖引玉
rdbr,1=抛石防护
rtbv,1=抛物子群
rrod,1=抛掷爆破
rayl,1=抛戈弃甲
rufd,1=抛头露面
rktq,1=抚顺特钢
ryew,1=抚育采伐
ryxe,1=抚育细胞
ridt,1=抚掌大笑
rdlw,1=抚古思今
rrfx,1=折返坑线
rles,1=折边肘板
rxgr,1=折线逼近
rtdl,1=折算压力
rirs,1=折流挡板
rsxs,1=折板结构
rsns,1=折板屋顶
rfii,1=折戟沉沙
rtto,1=折射系数
rwrb,1=折合振子
rcgd,1=折叠表面
rcxw,1=折叠缝合
rcys,1=折叠座椅
rcgs,1=折叠夹板
rvau,1=折刀式门
ruuw,1=折冲尊俎
rkyy,1=折中主义
ryma,1=抗麻风药
rmst,1=抗风植物
rmfr,1=抗风支撑
rffp,1=抗震救灾
rbff,1=抗阻运动
rlta,1=抗辐射药
rkqa,1=抗躁狂药
rwta,1=抗贫血药
rykl,1=抗谐鸣边
rgdu,1=抗裂砂浆
ralb,1=抗药因子
rgta,1=抗致敏药
reia,1=抗脂溢药
reea,1=抗肥胖药
reoa,1=抗肝炎药
rurf,1=抗美援朝
rxsa,1=抗结核药
rxea,1=抗组胺药
rdxy,1=抗碎强度
rqhf,1=抗皱眼霜
ruua,1=抗痔疮药
rtya,1=抗生育药
rgja,1=抗球虫药
roro,1=抗爆指数
rwha,1=抗焦虑药
rowe,1=抗炎作用
rija,1=抗滴虫药
riji,1=抗滑明洞
rifp,1=抗洪救灾
rioa,1=抗水炸药
rrwn,1=抗氧化性
rgti,1=抗毒血清
rjfl,1=抗日救国
rjfy,1=抗日救亡
rjhq,1=抗日战争
rrxy,1=抗撕强度
rrda,1=抗抑郁药
rrmy,1=抗扭刚度
rhet,1=抗战胜利
rnda,1=抗惊厥药
rdns,1=抗彗尾枪
rymy,1=抗弯刚度
rdlr,1=抗原转换
rdja,1=抗原虫药
rdla,1=抗原加工
rvxy,1=抗剥强度
ruts,1=抗凝血酶
ruuy,1=抗凝效应
runr,1=抗冻蛋白
rwwn,1=抗倒伏性
rwdp,1=抗休克裤
rrop,1=抖擞精神
rvto,1=抖如筛糠
rvfs,1=抖奶超模
rfpk,1=抖动窗口
rvnk,1=投鼠忌器
raoi,1=投鞭断流
rula,1=投闲置散
rumb,1=投资风险
rudu,1=投资顾问
rubp,1=投资限额
ruqt,1=投资银行
rufs,1=投资规模
rugf,1=投资环境
ruiu,1=投资渠道
russ,1=投资机构
runu,1=投资收益
ruup,1=投资总额
rubo,1=投资函数
ruio,1=投资兴业
ruwr,1=投资信托
rtwa,1=投笔从戎
rsti,1=投票选举
rstx,1=投票系统
rsup,1=投票决定
rduk,1=投石问路
rleh,1=投畀豺虎
rsba,1=投机取巧
rswb,1=投机分子
rswr,1=投机倒把
rnur,1=投怀送抱
rjdt,1=投影面积
rjjp,1=投影电视
rjgd,1=投影平面
rjyr,1=投影变换
rjkn,1=投影中心
rxfk,1=投弹击中
rtxo,1=投射维数
rtsb,1=投射极限
rtkn,1=投射中心
rarv,1=投其所好
rtwe,1=投入使用
rtub,1=投入产出
rutd,1=投亲靠友
rfgd,1=投井下石
rbgs,1=投了一票
rbre,1=抓耳挠腮
rxyp,1=抓绒衣裤
rxby,1=抓绒卫衣
rjft,1=抓紧进行
rjju,1=抓紧时间
rjrv,1=抓紧抓好
rprv,1=抓实抓好
rvap,1=抓好落实
rdyi,1=抓大放小
rwsj,1=抓住机遇
rdpc,1=抑郁寡欢
rrgr,1=抑扬顿挫
rpda,1=抑塞磊落
rqig,1=抑卵激素
rrna,1=抑制发芽
rqrb,1=把钱挣了
rijm,1=把酒临风
rlwd,1=把车停在
rorg,1=把灯打开
rour,1=把灯关掉
rrsj,1=把握机遇
rrjr,1=把手里的
rteb,1=把我甩了
rtmb,1=把我删了
rvdw,1=把妹达人
rygt,1=技高一筹
rayf,1=技艺高超
rafv,1=技艺超群
rctx,1=技能等级
rcfy,1=技能培训
rcws,1=技能分析
rsau,1=技术革新
rsaw,1=技术革命
rscj,1=技术难题
rscu,1=技术难关
rsjp,1=技术鉴定
rsuu,1=技术部门
rsgy,1=技术速度
rsly,1=技术转让
rskx,1=技术路线
rsrj,1=技术质量
rsfa,1=技术规范
rsar,1=技术落后
rscr,1=技术能手
rsbt,1=技术职称
rsxi,1=技术经济
rstn,1=技术移民
rsdp,1=技术研究
rsig,1=技术水平
rssp,1=技术档案
rsgt,1=技术整备
rsfr,1=技术支持
rsry,1=技术推广
rsbq,1=技术承包
rsgn,1=技术开发
rsye,1=技术应用
rsyf,1=技术市场
rsat,1=技术工种
rspl,1=技术实力
rsib,1=技术学院
rsfy,1=技术培训
rswj,1=技术含量
rsnn,1=技术发展
rsco,1=技术参数
rsfw,1=技术协作
rslj,1=技术力量
rswu,1=技术创新
rswf,1=技术人才
rswk,1=技术人员
rsus,1=技术产权
rsuo,1=技术产业
rskn,1=技术中心
rnly,1=技惊四座
rais,1=技工学校
rdvd,1=技压群雄
rdva,1=技压群芳
rgvw,1=技不如人
rgdt,1=技不压身
bqpq,1=承钢宾馆
bfcl,1=承载能力
bfug,1=承载单形
bfot,1=承载业务
byqy,1=承认错误
bytn,1=承认自己
bceg,1=承欢膝下
brmb,1=承担风险
brtw,1=承担重任
brfx,1=承担运费
brgw,1=承担责任
bryt,1=承担义务
bylu,1=承启国韵
becl,1=承受能力
begw,1=承受不住
begb,1=承受不了
bdiu,1=承压水头
bdiw,1=承压水位
bqxa,1=承包经营
bqat,1=承包工程
bqwm,1=承包合同
bquw,1=承包单位
buyr,1=承前启后
btyr,1=承先启后
bays,1=承东启西
bgby,1=承不承认
bhfg,1=承上起下
bhyg,1=承上启下
rled,1=找男朋友
rosf,1=找煤标志
rhqb,1=找点乐子
rhas,1=找点东西
rved,1=找女朋友
rltn,1=找回自己
rlur,1=找回童年
rlpd,1=找回密码
rbgp,1=找了一家
retk,1=扼腕长叹
reun,1=扼腕痛惜
rekt,1=扼腕叹息
rfua,1=批零兼营
rjrr,1=批量控制
ryfy,1=批评教育
rfum,1=批示意见
rnwo,1=批改作业
ruyk,1=批准文号
rmyk,1=扶风高中
rwgn,1=扶贫开发
rwdl,1=扶贫帮困
rfrx,1=扶老携幼
rglb,1=扶正轴承
rgpa,1=扶正祛邪
rgda,1=扶正压邪
rxeg,1=扶弱助残
rndu,1=扶壁码头
rqiw,1=扶危济贫
rqil,1=扶危济困
rqfl,1=扶危救困
rqpt,1=扶危定乱
rwix,1=扶倾济弱
rwrx,1=扶优扶强
rghf,1=扶不上墙
rfrj,1=扰动质量
rffs,1=扰动土样
rwre,1=扮个鬼脸
rltr,1=扭转颓势
rlqw,1=扭转错位
rljl,1=扭转晶界
rlnr,1=扭转局势
rlry,1=扭转反应
reqo,1=扭股儿糖
rtlo,1=扭矩因数
rmsq,1=扭曲构象
rxwf,1=扭张盆地
rgsq,1=扭型构象
rlgg,1=扭力天平
rwek,1=扭伤脚踝
rffe,1=扭亏增盈
rfye,1=扭亏为盈
rnkr,1=扬眉吐气
rihi,1=扬汤止沸
rspm,1=扬梦之风
rsio,1=扬析常数
ryod,1=扬弃爆破
rmrf,1=扬幡招魂
rydi,1=扬州大学
rywn,1=扬州八怪
rbqj,1=扬子鳃蛭
rbik,1=扬子江路
rbjr,1=扬子晚报
rdig,1=扬威耀武
rfrb,1=扬声气孔
rqju,1=扬名显亲
rqgg,1=扬名天下
rfbg,1=扫雷队形
rbtb,1=扫除算子
rtvp,1=扫街女神
rrlb,1=扫描输出
rrlr,1=扫描转换
rrxl,1=扫描线圈
rrjq,1=扫描电镜
rryg,1=扫描扇形
rrdl,1=扫描大圆
rfbu,1=扫地出门
ridj,1=扫兴而归
rfxd,1=扫二维码
rher,1=扩频遥控
rhcw,1=扩频通信
rhqf,1=扩频多址
rhwk,1=扩频信号
raty,1=扩散长度
racm,1=扩散通风
ralq,1=扩散转印
rato,1=扩散系数
raox,1=扩散粘结
raji,1=扩散电流
rajw,1=扩散电位
raii,1=扩散洗涤
radi,1=扩散泵油
rarr,1=扩散控制
raio,1=扩散常数
rawe,1=扩散作用
rxbd,1=扩张阻碍
rxgy,1=扩张速率
rxjt,1=扩张映射
rxgt,1=扩张政策
rvat,1=扩建工程
rnjb,1=扩展电阻
rnra,1=扩展扩散
rnwq,1=扩展位错
rbqu,1=扩孔钻头
rdal,1=扩大范围
rdtu,1=扩大生产
rdbk,1=扩大出口
rdmf,1=扩大内需
rabq,1=执鞭随镫
rogn,1=执迷不悟
rtfr,1=执行支持
rxuc,1=执经问难
rijh,1=执法监督
riqi,1=执法犯法
riig,1=执法水平
riss,1=执法检查
ring,1=执法必严
rivm,1=执法如山
ridb,1=执法大队
riwk,1=执法人员
riyn,1=执法为民
rigg,1=执法不严
rgcl,1=执政能力
rgfw,1=执政地位
rgil,1=执政兴国
rbpr,1=执子之手
rwki,1=执信中学
rgek,1=执两用中
rous,1=执业资格
roaj,1=执业药师
rofy,1=执业考试
rglm,1=扣带回峡
rwnx,1=扣人心弦
rcfv,1=托马索娃
rdle,1=托达罗腱
ratb,1=托莫特阶
rata,1=托莫特期
rtxv,1=托特纳姆
rong,1=托烷司琼
riaa,1=托洛斯基
rxma,1=托比凯斯
rsad,1=托木斯克
rsqm,1=托木尔峰
rrpo,1=托拉塞米
rdtq,1=托布秀尔
rnct,1=托尼巴赞
rdnr,1=托古改制
rhcd,1=托卡马克
rdcd,1=托克马克
rdbq,1=托克逊镇
rdbe,1=托克逊县
rdxq,1=托克维尔
rdre,1=托克托县
rlbg,1=打黑除恶
rkxc,1=打鸣母鸡
ryqf,1=打高尔夫
rkfy,1=打骂教育
rcpd,1=打马赛克
rcbq,1=打预防针
rbui,1=打防并举
rqkp,1=打错别字
rqfr,1=打铁趁热
rqka,1=打针吃药
rjdd,1=打野夺龙
ruir,1=打酱油的
rvnr,1=打那以后
ruly,1=打道回府
rtal,1=打造世界
riyi,1=打赏旅游
rjjx,1=打蝴蝶结
rhrj,1=打虎拍蝇
rhmk,1=打虎山路
rhhm,1=打虎上山
raiq,1=打落水狗
ranj,1=打草惊蛇
roix,1=打粮沟乡
rtbt,1=打简出繁
ryql,1=打磨钢轨
rdor,1=打砸烧抢
rdro,1=打砸抢烧
rdyv,1=打破记录
rdxv,1=打破纪录
rdil,1=打破沉默
ruot,1=打着灯笼
rjdq,1=打照面儿
riqp,1=打渔杀家
ribq,1=打洞取卵
rgrw,1=打死打伤
rlua,1=打架斗殴
rrqs,1=打捞钻柱
rrhf,1=打扫战场
rrbt,1=打扫卫生
rrbl,1=打手出界
rhbp,1=打战队赛
rdgr,1=打成平手
rnkw,1=打情骂俏
rnhj,1=打心眼里
rtor,1=打得火热
rgmd,1=打开网页
rggp,1=打开天窗
radj,1=打工春晚
rirt,1=打小报告
rpxp,1=打字比赛
rltp,1=打回重写
rkir,1=打嗝少年
rqhd,1=打印餐厅
rqlb,1=打印输出
rqrj,1=打印质量
rqns,1=打印发票
rqgs,1=打包带机
rfhs,1=打击目标
rfly,1=打击力度
rwir,1=打假少年
rbct,1=打了鸡血
rwxy,1=打个比方
rwxk,1=打个比喻
rwrk,1=打个招呼
rwih,1=打个小盹
rggr,1=打不还手
rgul,1=打不着车
rggl,1=打不到车
rgci,1=打一巴掌
rgwp,1=打一个字
riar,1=扒光殴打
rddg,1=扑面而来
riko,1=扑汤蹈火
ruoy,1=扑朔迷离
rdpp,1=扑克冠军
rbwp,1=扑了个空
rqty,1=扎鲁特旗
rqfa,1=扎金索斯
rgyq,1=扎赉诺尔
rgty,1=扎赉特旗
rsta,1=扎西德勒
rsng,1=扎西尼玛
rpeq,1=扎裤脚儿
rxeo,1=扎缝用糊
rrpp,1=扎扎实实
rabf,1=扎戈耶夫
rdbd,1=扎布耶石
rprf,1=扎实推进
raln,1=扎切罗尼
fyti,1=才高行洁
fyuy,1=才高意广
fywu,1=才高八斗
fkty,1=才跟我说
fecx,1=才貌双绝
fecw,1=才貌双全
feut,1=才貌兼备
fcpg,1=才能实现
ffjv,1=才真旺姆
fnii,1=才疏学浅
frxs,1=才气纵横
fdus,1=才有资格
fdlr,1=才有力气
fnae,1=才尽其用
fwsi,1=才华横溢
fwbw,1=才华出众
fuyg,1=才兼文武
fwys,1=才会这样
fwsl,1=才会相思
fwbg,1=才会出现
rfsb,1=手都酸了
rkee,1=手足胼胝
rkfr,1=手足无措
rkrr,1=手足搐搦
rkni,1=手足情深
rkku,1=手足口病
rknx,1=手足发绀
rkpn,1=手足之情
rrkk,1=手舞足蹈
refu,1=手脚干净
rxig,1=手绘油画
rxib,1=手纸没了
rhcg,1=手眼通天
ruhn,1=手疾眼快
reks,1=手用器械
rrgv,1=手气不好
rslw,1=手机软件
rsme,1=手机贴膜
rsyi,1=手机评测
rsph,1=手机视频
rsbs,1=手机耳机
rsmx,1=手机网络
rsmu,1=手机网站
rsmi,1=手机网游
rsxp,1=手机绑定
rstp,1=手机管家
rstw,1=手机短信
rsje,1=手机电脑
rsey,1=手机用户
rsic,1=手机游戏
rshd,1=手机桌面
rsqo,1=手机杀精
rsna,1=手机屏幕
rsnk,1=手机尾号
rspd,1=手机密码
rsfx,1=手机墙纸
rsgk,1=手机型号
rskd,1=手机号码
rsbf,1=手机卫士
rsft,1=手术过程
rsch,1=手术台上
rycw,1=手旗通信
rrar,1=手撕黄牛
rreh,1=手撕脸皮
rrus,1=手搭凉棚
rrhu,1=手挥目送
rroi,1=手指迷津
rrfr,1=手指支持
rrje,1=手持电脑
rnyn,1=手性诱导
rnwb,1=手性分子
rqhn,1=手急眼快
rnet,1=手忙脚乱
raak,1=手工艺品
rarw,1=手工操作
raaf,1=手工劳动
raof,1=手工业者
rrpd,1=手势密码
rfyd,1=手动调压
rfid,1=手动水泵
rgub,1=手到病除
rpli,1=手冢国光
rpbs,1=手写联想
rkdo,1=手中有粮
rkds,1=手中有权
rkfs,1=手中无权
rgtu,1=手不释卷
rgcr,1=手不能提
rgwr,1=手不停挥
rgmu,1=手下败将
ymho,1=扇风点火
yghs,1=扇形齿板
ygdq,1=扇形磁铁
ygob,1=扇形炮孔
ygnx,1=扇形导线
ymow,1=扇山火祭
yacu,1=扇区对准
ybbr,1=扇出限制
ybsf,1=扇出模块
yfgh,1=扁翅亚目
ygjx,1=扁环螺母
yseo,1=扁桃腺炎
yswp,1=扁桃体窝
yswo,1=扁桃体炎
yswf,1=扁桃体支
ygqu,1=扁形触头
ygiu,1=扁平湿疣
rdjr,1=所面临的
rebr,1=所采取的
rmnr,1=所购买的
rypn,1=所言之书
rmlm,1=所见略同
rmgr,1=所见到的
rayy,1=所莘庄店
rduj,1=所有问题
rdyh,1=所有这些
rdqm,1=所有岛屿
rdwr,1=所有人的
rdwk,1=所有人员
rdas,1=所有东西
rrbr,1=所提出的
rner,1=所必须的
